District ID,District Name,School ID,School Name,School Year,Percentage of Kindergarteners with PreK Experience,Number of K students
43,East Hartford School District,6,Dr. Franklin H. Mayberry School,2005-06,60,65
43,East Hartford School District,22,Dr. John A. Langford School,2005-06,68.3,60
43,East Hartford School District,10,Dr. Thomas S. O'Connell School,2005-06,50,52
43,East Hartford School District,20,Governor William Pitkin School,2005-06,50,70
43,East Hartford School District,5,Hockanum School,2005-06,47.8,67
43,East Hartford School District,4,Joseph O. Goodwin School,2005-06,73.7,57
43,East Hartford School District,18,Robert J. O'Brien School,2005-06,46.4,69
43,East Hartford School District,12,Silver Lane School,2005-06,59.3,59
44,East Haven School District,19,Hays School,2005-06,78.4,139
44,East Haven School District,18,Overbrook Elementary School,2005-06,64.3,125
45,East Lyme School District,1,Flanders School,2005-06,84.7,85
45,East Lyme School District,4,Lillie B. Haynes School,2005-06,73.7,57
45,East Lyme School District,2,Niantic Center School,2005-06,93.6,47
47,East Windsor School District,1,Broad Brook Elementary School,2005-06,77.8,117
39,Eastford School District,1,Eastford Elementary School,2005-06,50,20
46,Easton School District,1,Samuel Staples Elementary School,2005-06,94.3,122
48,Ellington School District,1,Center School,2005-06,73.4,64
48,Ellington School District,2,Crystal Lake School,2005-06,72.2,36
48,Ellington School District,6,Windermere School,2005-06,92.6,81
289,Elm City College Preparatory School,1,Elm City College Preparatory School,2005-06,88.9,54
49,Enfield School District,13,Edgar H. Parkman School,2005-06,81.1,53
49,Enfield School District,16,Eli Whitney School,2005-06,90.9,55
49,Enfield School District,2,Enfield Street School,2005-06,80.4,56
49,Enfield School District,12,Harriet Beecher Stowe School,2005-06,79.3,29
49,Enfield School District,4,Hazardville Memorial School,2005-06,64.1,64
49,Enfield School District,18,Henry Barnard School,2005-06,69.1,68
49,Enfield School District,11,Nathan Hale School,2005-06,76.9,39
49,Enfield School District,15,Prudence Crandall School,2005-06,83.3,54
49,Enfield School District,17,Thomas G. Alcorn School,2005-06,71.2,52
50,Essex School District,1,Essex Elementary School,2005-06,95.6,91
51,Fairfield School District,2,Burr Elementary School,2005-06,98.6,74
51,Fairfield School District,1,Dwight Elementary School,2005-06,100,50
51,Fairfield School District,4,Holland Hill School,2005-06,94.1,51
51,Fairfield School District,17,Jennings School,2005-06,95.4,65
51,Fairfield School District,6,McKinley School,2005-06,73.8,61
51,Fairfield School District,7,Mill Hill School,2005-06,93.9,82
51,Fairfield School District,16,North Stratfield School,2005-06,100,82
51,Fairfield School District,18,Osborn Hill School,2005-06,96.6,88
51,Fairfield School District,12,Riverfield School,2005-06,95,100
51,Fairfield School District,13,Sherman School,2005-06,100,68
51,Fairfield School District,14,Stratfield School,2005-06,97.5,80
52,Farmington School District,4,East Farms School,2005-06,95.8,71
52,Farmington School District,2,Noah Wallace School,2005-06,89.7,58
52,Farmington School District,1,Union School,2005-06,90.7,54
52,Farmington School District,3,West District School,2005-06,93.3,60
53,Franklin School District,1,Franklin Elementary School,2005-06,87,23
54,Glastonbury School District,2,Buttonball Lane School,2005-06,96.8,95
54,Glastonbury School District,3,Eastbury School,2005-06,98.8,82
54,Glastonbury School District,4,Hebron Avenue School,2005-06,89.4,104
54,Glastonbury School District,6,Hopewell School,2005-06,99.2,123
54,Glastonbury School District,7,Naubuc School,2005-06,89.7,58
56,Granby School District,1,Frank M. Kearns Primary School,2005-06,93.1,160
57,Greenwich School District,2,Cos Cob School,2005-06,88.3,60
57,Greenwich School District,4,Glenville School,2005-06,98.2,55
57,Greenwich School District,5,Hamilton Avenue School,2005-06,65.9,41
57,Greenwich School District,13,International School At Dundee,2005-06,96.5,57
57,Greenwich School District,3,Julian Curtiss School,2005-06,96.4,55
57,Greenwich School District,6,New Lebanon School,2005-06,85.7,35
57,Greenwich School District,7,North Mianus School,2005-06,100,71
57,Greenwich School District,8,North Street School,2005-06,100,71
57,Greenwich School District,9,Old Greenwich School,2005-06,100,63
57,Greenwich School District,11,Parkway School,2005-06,100,61
57,Greenwich School District,10,Riverside School,2005-06,100,81
58,Griswold School District,3,Griswold Elementary School,2005-06,80.8,151
59,Groton School District,18,Charles Barnum School,2005-06,76.4,55
59,Groton School District,3,Claude Chester School,2005-06,78.7,61
59,Groton School District,4,Colonel Ledyard School,2005-06,72.9,48
59,Groton School District,5,Eastern Point School,2005-06,36.6,111
59,Groton School District,17,Mary Morrisson School,2005-06,31,58
59,Groton School District,9,Noank School,2005-06,76.6,47
59,Groton School District,12,Pleasant Valley School,2005-06,81.3,32
59,Groton School District,1,S. B. Butler School,2005-06,90.2,61
60,Guilford School District,6,A. W. Cox School,2005-06,74,77
60,Guilford School District,4,Calvin Leete School,2005-06,96.8,63
60,Guilford School District,2,Guilford Lakes School,2005-06,94,83
60,Guilford School District,3,Melissa Jones School,2005-06,87.5,64
62,Hamden School District,12,Bear Path School,2005-06,74.3,74
62,Hamden School District,2,Church Street School,2005-06,66.7,36
62,Hamden School District,3,Dunbar Hill School,2005-06,80,55
62,Hamden School District,4,Helen Street School,2005-06,47.1,51
62,Hamden School District,11,Ridge Hill School,2005-06,64.7,51
62,Hamden School District,1,Shepherd Glen School,2005-06,86.4,44
62,Hamden School District,10,Spring Glen School,2005-06,88.1,67
62,Hamden School District,14,West Woods School,2005-06,75.3,73
63,Hampton School District,1,Hampton Elementary School,2005-06,100,25
64,Hartford School District,1,Americas Choice at SAND,2005-06,86,50
64,Hartford School District,7,Asian Studies School at Dwight/Belizzi School,2005-06,98.6,69
64,Hartford School District,3,Barnard-Brown School,2005-06,78.3,60
64,Hartford School District,4,Batchelder School,2005-06,78.3,60
64,Hartford School District,33,Breakthrough Magnet School,2005-06,100,20
64,Hartford School District,6,Burns Latino Studies Academy,2005-06,84.1,82
64,Hartford School District,23,Burr School,2005-06,97.9,47
64,Hartford School District,24,Clark School,2005-06,72.7,66
64,Hartford School District,28,Dr. Ramon E. Betances Early Reading Lab School,2005-06,45.5,55
64,Hartford School District,9,Hooker School,2005-06,50,40
64,Hartford School District,10,Kennelly School,2005-06,46.3,82
64,Hartford School District,11,Kinsella Magnet School,2005-06,100,63
64,Hartford School District,8,M. D. Fox ComPACT School,2005-06,90.7,129
64,Hartford School District,16,M. L. King School,2005-06,59.6,104
64,Hartford School District,12,McDonough School,2005-06,64.5,62
64,Hartford School District,19,Milner Core Knowledge School,2005-06,50.8,61
64,Hartford School District,32,Moylan School,2005-06,81.4,70
64,Hartford School District,14,Naylor School,2005-06,96.1,51
64,Hartford School District,20,Noah Webster Micro Society School,2005-06,72.7,66
64,Hartford School District,15,Parkville Community School,2005-06,54.3,94
64,Hartford School District,30,Sanchez School,2005-06,91.7,72
64,Hartford School District,17,Sarah J. Rawson Elementary School,2005-06,97.9,48
64,Hartford School District,26,Simpson-Waverly School,2005-06,59.3,59
64,Hartford School District,25,STEM Magnet School at Annie-Fisher School,2005-06,87.5,88
64,Hartford School District,18,Twain School,2005-06,100,41
64,Hartford School District,21,West Middle School,2005-06,67.4,132
64,Hartford School District,22,Wish School,2005-06,60.3,63
65,Hartland School District,1,Hartland School,2005-06,80,20
67,Hebron School District,2,Gilead Hill School,2005-06,100,159
277,Highville Mustard Seed Charter School District,1,Highville Mustard Seed Charter School,2005-06,97.9,48
264,Integrated Day Charter School District,1,Integrated Day Charter School,2005-06,95.2,21
261,Jumoke Academy District,1,Jumoke Academy,2005-06,90.9,44
68,Kent School District,1,Kent Center School,2005-06,80,30
69,Killingly School District,1,Killingly Central School,2005-06,62.1,95
69,Killingly School District,3,Killingly Memorial School,2005-06,59,122
245,Learn,1,Multicultural Magnet School,2005-06,86.9,99
245,Learn,2,The Friendship School,2005-06,85.6,160
71,Lebanon School District,1,Lebanon Elementary School,2005-06,66.3,86
72,Ledyard School District,2,Gales Ferry School,2005-06,81.3,64
72,Ledyard School District,4,Gallup Hill School,2005-06,84.4,32
72,Ledyard School District,1,Ledyard Center School,2005-06,81.8,44
73,Lisbon School District,1,Lisbon Central School,2005-06,100,49
74,Litchfield School District,2,Center School,2005-06,85.5,75
76,Madison School District,1,J. Milton Jeffrey Elementary School,2005-06,91.7,253
77,Manchester School District,1,Bowers School,2005-06,76.4,55
77,Manchester School District,3,Buckley School,2005-06,36.4,54
77,Manchester School District,4,Highland Park School,2005-06,92.3,39
77,Manchester School District,6,Keeney School,2005-06,51.9,52
77,Manchester School District,16,Martin School,2005-06,71.1,38
77,Manchester School District,9,Nathan Hale School,2005-06,63.9,59
77,Manchester School District,10,Robertson School,2005-06,59.7,77
77,Manchester School District,12,Verplanck School,2005-06,38.8,48
77,Manchester School District,13,Waddell School,2005-06,70.7,40
77,Manchester School District,14,Washington School,2005-06,75,56
78,Mansfield School District,4,Annie E. Vinton School,2005-06,72.5,40
78,Mansfield School District,2,Dorothy C. Goodwin School,2005-06,79.5,39
78,Mansfield School District,5,Southeast Elementary School,2005-06,92.1,38
79,Marlborough School District,1,Elmer Thienes-Mary Hall Elementary School,2005-06,85,80
80,Meriden School District,1,Benjamin Franklin School,2005-06,86.7,60
80,Meriden School District,11,Casimir Pulaski School,2005-06,74.6,114
80,Meriden School District,3,Hanover School,2005-06,91.8,49
80,Meriden School District,4,Israel Putnam School,2005-06,90.6,85
80,Meriden School District,5,John Barry School,2005-06,83.9,93
80,Meriden School District,7,Nathan Hale School,2005-06,95,101
80,Meriden School District,8,Roger Sherman School,2005-06,88.5,78
80,Meriden School District,10,Thomas Hooker School,2005-06,81,100
83,Middletown School District,2,Bielefield School,2005-06,83.3,54
83,Middletown School District,5,Farm Hill School,2005-06,83.3,54
83,Middletown School District,13,Lawrence School,2005-06,84.8,66
83,Middletown School District,9,MacDonough School,2005-06,87.2,47
83,Middletown School District,12,Moody School,2005-06,87.7,73
83,Middletown School District,11,Snow School,2005-06,89.8,49
83,Middletown School District,1,Spencer School,2005-06,75.4,61
83,Middletown School District,14,Wesley School,2005-06,92.3,52
84,Milford School District,1,Calf Pen Meadow School,2005-06,73.3,59
84,Milford School District,19,J. F. Kennedy School,2005-06,68.2,66
84,Milford School District,16,Live Oaks School,2005-06,98.1,52
84,Milford School District,17,Mathewson School,2005-06,90.7,108
84,Milford School District,7,Meadowside School,2005-06,88.1,67
84,Milford School District,8,Orange Avenue School,2005-06,77.3,75
84,Milford School District,18,Orchard Hills School,2005-06,85.5,69
84,Milford School District,10,Pumpkin Delight School,2005-06,80.5,41
84,Milford School District,14,Simon Lake School,2005-06,80.6,62
85,Monroe School District,5,Fawn Hollow Elementary School,2005-06,95.7,138
85,Monroe School District,1,Monroe Elementary School,2005-06,100,74
85,Monroe School District,3,Stepney Elementary School,2005-06,86.7,120
86,Montville School District,7,Dr. Charles E. Murphy School,2005-06,75,64
86,Montville School District,1,Mohegan School,2005-06,59.1,88
86,Montville School District,5,Oakdale School,2005-06,79.4,68
88,Naugatuck School District,8,Andrew Avenue School,2005-06,54.5,55
88,Naugatuck School District,1,Central Avenue School,2005-06,60.3,63
88,Naugatuck School District,5,Hop Brook Elementary School,2005-06,91.2,57
88,Naugatuck School District,3,Maple Hill School,2005-06,89.3,75
88,Naugatuck School District,6,Salem School,2005-06,78.8,52
88,Naugatuck School District,7,Western School,2005-06,75.5,49
280,"New Beginnings Inc., Family Academy District",1,"New Beginnings Inc., Family Academy",2005-06,95,40
89,New Britain School District,3,Chamberlain School,2005-06,61,118
89,New Britain School District,11,Diloreto Magnet School,2005-06,81.6,98
89,New Britain School District,5,Gaffney School,2005-06,21.4,56
89,New Britain School District,6,Holmes School,2005-06,43.2,88
89,New Britain School District,7,Jefferson School,2005-06,68.6,70
89,New Britain School District,8,Lincoln School,2005-06,56.6,99
89,New Britain School District,9,Northend School,2005-06,63,46
89,New Britain School District,12,Smalley Academy,2005-06,62.5,104
89,New Britain School District,13,Smith School,2005-06,45.2,104
89,New Britain School District,15,Vance School,2005-06,63.2,57
90,New Canaan School District,4,East School,2005-06,99,98
90,New Canaan School District,2,South School,2005-06,100,114
90,New Canaan School District,3,West School,2005-06,100,88
91,New Fairfield School District,1,Consolidated School,2005-06,93.5,186
92,New Hartford School District,1,Bakerville Consolidated School,2005-06,96.2,53
92,New Hartford School District,2,New Hartford Elementary School,2005-06,91.4,35
93,New Haven School District,15,Augusta Lewis Troup School,2005-06,52.6,19
93,New Haven School District,2,Barnard Environmental Magnet School,2005-06,65.8,38
93,New Haven School District,3,Beecher School,2005-06,89.1,46
93,New Haven School District,18,Benjamin Jepson Magnet School,2005-06,76.2,42
93,New Haven School District,43,Bishop Woods School,2005-06,66,50
93,New Haven School District,48,Celentano School,2005-06,61.9,42
93,New Haven School District,41,Christopher Columbus Academy,2005-06,49.5,91
93,New Haven School District,5,Clarence Rogers School,2005-06,67.2,58
93,New Haven School District,42,Clemente Leadership Academy,2005-06,45.5,66
93,New Haven School District,6,Clinton Avenue School,2005-06,51.6,95
93,New Haven School District,31,Conte/West Hills Magnet School,2005-06,79.4,68
93,New Haven School District,9,Davis 21st Century Magnet Elementary School,2005-06,72.9,48
93,New Haven School District,46,East Rock Community Magnet School,2005-06,82.2,73
93,New Haven School District,12,Edgewood School,2005-06,83.7,49
93,New Haven School District,7,Hill Central Music Academy,2005-06,57.6,59
93,New Haven School District,8,John S. Martinez School,2005-06,85.7,70
93,New Haven School District,4,Katherine Brennan School,2005-06,100,4
93,New Haven School District,30,King/Robinson Magnet School,2005-06,80,45
93,New Haven School District,20,Lincoln-Bassett School,2005-06,68.8,96
93,New Haven School District,49,Microsociety Magnet School,2005-06,71.4,21
93,New Haven School District,14,Nathan Hale School,2005-06,80.8,52
93,New Haven School District,1,Primary Learning Academy,2005-06,42.9,35
93,New Haven School District,10,Ross/Woodward School,2005-06,81,79
93,New Haven School District,11,Timothy Dwight School,2005-06,65.3,72
93,New Haven School District,29,Truman School,2005-06,64.3,42
93,New Haven School District,25,"Vincent E. Mauro Elementary Math, Science and Technology Magnet School",2005-06,77.4,53
93,New Haven School District,39,Welch Annex School,2005-06,58.7,92
93,New Haven School District,32,Wexler/Grant Community School,2005-06,75,52
93,New Haven School District,38,Worthington Hooker School,2005-06,78,41
95,New London School District,1,Edgerton School,2005-06,73.2,41
95,New London School District,2,Harbor School,2005-06,61.9,42
95,New London School District,3,Jennings School,2005-06,69,42
95,New London School District,9,Nathan Hale School,2005-06,71.9,32
95,New London School District,8,Winthrop School,2005-06,43.2,44
96,New Milford School District,5,Hill And Plain School,2005-06,68.7,115
96,New Milford School District,7,John Pettibone School,2005-06,68.6,118
96,New Milford School District,8,Northville Elementary School,2005-06,69.2,133
94,Newington School District,6,Anna Reynolds School,2005-06,91.5,71
94,Newington School District,2,Elizabeth Green School,2005-06,77.6,58
94,Newington School District,8,John Paterson School,2005-06,67.9,81
94,Newington School District,7,Ruth Chaffee School,2005-06,84.5,71
97,Newtown School District,1,Hawley Elementary School,2005-06,69.8,86
97,Newtown School District,4,Head O'Meadow Elementary School,2005-06,91.7,84
97,Newtown School District,3,Middle Gate Elementary School,2005-06,91.2,102
97,Newtown School District,2,Sandy Hook Elementary School,2005-06,94.4,126
98,Norfolk School District,1,Botelle Elementary School,2005-06,93.3,15
99,North Branford School District,4,Jerome Harrison School,2005-06,85.2,81
99,North Branford School District,5,Stanley T. Williams School,2005-06,75.3,93
100,North Canaan School District,1,North Canaan Elementary School,2005-06,58.8,34
101,North Haven School District,8,Clintonville Elementary School,2005-06,90.9,55
101,North Haven School District,7,Green Acres Elementary School,2005-06,72.2,72
101,North Haven School District,2,Montowese Elementary School,2005-06,86.3,73
101,North Haven School District,3,Ridge Road Elementary School,2005-06,97.3,74
102,North Stonington School District,1,North Stonington Elementary School,2005-06,79.4,62
103,Norwalk School District,2,Brookside Elementary School,2005-06,78.3,83
103,Norwalk School District,3,Columbus Magnet School,2005-06,90.5,42
103,Norwalk School District,4,Cranbury Elementary School,2005-06,94.3,106
103,Norwalk School District,20,Fox Run Elementary School,2005-06,90.5,63
103,Norwalk School District,7,Jefferson Magnet School,2005-06,69.6,69
103,Norwalk School District,8,Kendall Elementary School,2005-06,73.6,72
103,Norwalk School District,22,Marvin Elementary School,2005-06,85.7,84
103,Norwalk School District,21,Naramake Elementary School,2005-06,78.6,70
103,Norwalk School District,13,Rowayton School,2005-06,97.5,80
103,Norwalk School District,23,Silvermine Elementary School,2005-06,94.7,57
103,Norwalk School District,14,Tracey School,2005-06,75.8,66
103,Norwalk School District,24,Wolfpit School,2005-06,88.9,63
104,Norwich School District,1,Bishop School,2005-06,51.9,26
104,Norwich School District,6,Greeneville School,2005-06,58.6,58
104,Norwich School District,14,John B. Stanton School,2005-06,70,40
104,Norwich School District,20,John M. Moriarty School,2005-06,98.2,56
104,Norwich School District,8,Samuel Huntington School,2005-06,87.3,55
104,Norwich School District,17,Thomas W. Mahan School,2005-06,69,29
104,Norwich School District,19,Uncas School,2005-06,86.8,38
104,Norwich School District,18,Veterans' Memorial School,2005-06,77.8,36
104,Norwich School District,15,Wequonnoc School,2005-06,54.3,35
106,Old Saybrook School District,2,Kathleen E. Goodwin School,2005-06,93.8,128
107,Orange School District,2,Mary L. Tracy School,2005-06,96.9,163
108,Oxford School District,3,Quaker Farms School,2005-06,90.1,171
109,Plainfield School District,5,Early Childhood Center,2005-06,57.2,179
110,Plainville School District,4,Frank T. Wheeler School,2005-06,81,42
110,Plainville School District,2,Linden Street School,2005-06,86.3,51
110,Plainville School District,5,Louis Toffolon School,2005-06,93,57
111,Plymouth School District,2,Plymouth Center School,2005-06,86.3,80
111,Plymouth School District,3,Prospect Street School,2005-06,92.3,52
112,Pomfret School District,1,Pomfret Community School,2005-06,57.1,42
113,Portland School District,2,Valley View School,2005-06,89.7,117
114,Preston School District,4,Preston Veterans' Memorial School,2005-06,82.2,45
116,Putnam School District,3,Putnam Elementary School,2005-06,40.2,107
117,Redding School District,1,Redding Elementary School,2005-06,98.2,109
206,Regional School District 06,1,Goshen Center School,2005-06,96,25
206,Regional School District 06,2,James Morris School,2005-06,77.3,22
206,Regional School District 06,3,Warren Elementary School,2005-06,83.3,18
210,Regional School District 10,3,Harwinton Consolidated School,2005-06,93.3,89
210,Regional School District 10,2,Lake Garda Elementary School,2005-06,89.1,119
212,Regional School District 12,2,Booth Free School,2005-06,75,16
212,Regional School District 12,1,The Burnham School,2005-06,100,11
212,Regional School District 12,4,Washington Primary School,2005-06,96.6,29
213,Regional School District 13,1,Frederick Brewster School,2005-06,77.9,86
213,Regional School District 13,5,John Lyman School,2005-06,83.6,55
214,Regional School District 14,1,Bethlehem Elementary School,2005-06,66.7,75
214,Regional School District 14,2,Mitchell Elementary School,2005-06,89.5,86
215,Regional School District 15,4,Gainfield Elementary School,2005-06,87.3,71
215,Regional School District 15,7,Long Meadow Elementary School,2005-06,94.4,71
215,Regional School District 15,6,Middlebury Elementary School,2005-06,95.1,61
215,Regional School District 15,5,Pomperaug School,2005-06,97.4,76
216,Regional School District 16,3,Algonquin School,2005-06,98.3,117
216,Regional School District 16,1,Laurel Ledge School,2005-06,85.4,82
217,Regional School District 17,2,Burr District Elementary School,2005-06,97.1,34
217,Regional School District 17,1,Haddam Elementary School,2005-06,100,58
217,Regional School District 17,3,Killingworth Elementary School,2005-06,95.9,73
218,Regional School District 18,1,Lyme Consolidated School,2005-06,87.9,33
218,Regional School District 18,2,Mile Creek School,2005-06,87.8,82
118,Ridgefield School District,8,Barlow Mountain Elementary School,2005-06,77,61
118,Ridgefield School District,6,Branchville Elementary School,2005-06,87.5,72
118,Ridgefield School District,4,Farmingville Elementary School,2005-06,95.5,44
118,Ridgefield School District,3,Ridgebury Elementary School,2005-06,75.9,58
118,Ridgefield School District,5,Scotland Elementary School,2005-06,92.5,53
118,Ridgefield School District,2,Veterans Park Elementary School,2005-06,95.8,48
119,Rocky Hill School District,2,Dr. Oran A. Moser School,2005-06,72.7,33
119,Rocky Hill School District,4,Myrtle H. Stevens School,2005-06,78.3,60
119,Rocky Hill School District,5,West Hill School,2005-06,91.7,105
121,Salem School District,1,Salem Elementary School,2005-06,57.8,64
122,Salisbury School District,1,Salisbury Central School,2005-06,62.9,35
123,Scotland School District,1,Scotland Elementary School,2005-06,77.3,22
124,Seymour School District,3,Anna L. Lopresti School,2005-06,65.4,52
124,Seymour School District,1,Bungay School,2005-06,80.5,82
124,Seymour School District,4,Paul Chatfield School,2005-06,82,50
125,Sharon School District,1,Sharon Center School,2005-06,44,25
126,Shelton School District,10,Booth Hill School,2005-06,92.3,65
126,Shelton School District,4,Lafayette School,2005-06,84.2,57
126,Shelton School District,8,Long Hill School,2005-06,75.7,74
126,Shelton School District,9,Mohegan School,2005-06,94.3,88
126,Shelton School District,6,Sunnyside School,2005-06,82.9,117
127,Sherman School District,1,Sherman School,2005-06,96.1,51
270,Side By Side Community School District,1,Side By Side Community School,2005-06,100,22
128,Simsbury School District,1,Central School,2005-06,83.6,73
128,Simsbury School District,6,Latimer Lane School,2005-06,89,73
128,Simsbury School District,7,Squadron Line School,2005-06,91.1,101
128,Simsbury School District,4,Tootin' Hills School,2005-06,92.9,70
129,Somers School District,4,Somers Elementary School,2005-06,79.4,107
132,South Windsor School District,7,Eli Terry School,2005-06,85.4,41
132,South Windsor School District,6,Orchard Hill School,2005-06,91.8,85
132,South Windsor School District,1,Philip R. Smith School,2005-06,73.5,68
132,South Windsor School District,2,Pleasant Valley School,2005-06,89.7,78
132,South Windsor School District,4,Wapping Elementary School,2005-06,85.7,56
131,Southington School District,15,Derynoski Elementary School,2005-06,74.5,102
131,Southington School District,13,Flanders School,2005-06,80.7,57
131,Southington School District,2,Hatton School,2005-06,85.5,62
131,Southington School District,6,Plantsville School at North Center,2005-06,94.7,38
131,Southington School District,7,South End School,2005-06,85.3,34
131,Southington School District,8,Strong School,2005-06,74.2,89
131,Southington School District,9,Thalberg School,2005-06,94.2,52
131,Southington School District,14,Urbin T. Kelley School,2005-06,94.6,74
133,Sprague School District,1,Sayles School,2005-06,64.3,41
134,Stafford School District,1,Borough Elementary School,2005-06,92.3,26
134,Stafford School District,3,Staffordville School,2005-06,82.9,35
134,Stafford School District,4,West Stafford School,2005-06,75,40
135,Stamford School District,20,Davenport Ridge School,2005-06,66,103
135,Stamford School District,22,Hart School,2005-06,87.2,86
135,Stamford School District,12,Julia A. Stark School,2005-06,80.6,93
135,Stamford School District,5,K. T. Murphy School,2005-06,77.5,80
135,Stamford School District,6,Newfield School,2005-06,91.4,105
135,Stamford School District,18,Northeast School,2005-06,82.5,137
135,Stamford School District,8,Rogers International School,2005-06,79.6,103
135,Stamford School District,9,Roxbury School,2005-06,72.8,124
135,Stamford School District,11,Springdale School,2005-06,69.6,102
135,Stamford School District,21,Stillmeadow School,2005-06,88.1,101
135,Stamford School District,19,Toquam Magnet School,2005-06,95.8,96
135,Stamford School District,14,Westover School,2005-06,80.8,130
136,Sterling School District,2,Sterling Memorial School,2005-06,100,41
137,Stonington School District,5,Deans Mill School,2005-06,69.9,103
137,Stonington School District,6,West Vine Street School,2005-06,92.1,76
138,Stratford School District,3,Chapel School,2005-06,64.2,123
138,Stratford School District,13,Eli Whitney School,2005-06,89.4,47
138,Stratford School District,4,Franklin School,2005-06,56.9,58
138,Stratford School District,8,Lordship School,2005-06,84.8,33
138,Stratford School District,9,Nichols School,2005-06,56.4,39
138,Stratford School District,10,Second Hill Lane School,2005-06,61.1,108
138,Stratford School District,15,Stratford Academy - Johnson House,2005-06,82.7,75
138,Stratford School District,14,Wilcoxson School,2005-06,74,50
139,Suffield School District,4,A. Ward Spaulding School,2005-06,85.4,171
140,Thomaston School District,1,Black Rock School,2005-06,55,100
141,Thompson School District,1,Mary R. Fisher Elementary School,2005-06,80.3,117
142,Tolland School District,1,Birch Grove Primary School,2005-06,68.1,254
143,Torrington School District,1,East School,2005-06,90.7,75
143,Torrington School District,2,Forbes School,2005-06,70.4,97
143,Torrington School District,8,Southwest School,2005-06,75,36
143,Torrington School District,9,Torringford School,2005-06,78.4,74
143,Torrington School District,13,Vogel-Wetmore School,2005-06,74.2,93
144,Trumbull School District,1,Booth Hill School,2005-06,87,77
144,Trumbull School District,8,Daniels Farm School,2005-06,98.9,89
144,Trumbull School District,10,Frenchtown Elementary School,2005-06,62.6,107
144,Trumbull School District,4,Jane Ryan School,2005-06,78.6,56
144,Trumbull School District,3,Middlebrook School,2005-06,94.7,94
144,Trumbull School District,9,Tashua School,2005-06,98.8,85
145,Union School District,1,Union Elementary School,2005-06,87.5,8
146,Vernon School District,14,Center Road School,2005-06,100,78
146,Vernon School District,1,Lake Street School,2005-06,94.6,37
146,Vernon School District,2,Maple Street School,2005-06,87.3,63
146,Vernon School District,3,Northeast School,2005-06,78.2,55
146,Vernon School District,10,Skinner Road School,2005-06,78.2,55
147,Voluntown School District,1,Voluntown Elementary School,2005-06,87,23
148,Wallingford School District,10,Cook Hill School,2005-06,87,46
148,Wallingford School District,9,Evarts C. Stevens School,2005-06,95.4,65
148,Wallingford School District,2,Highland School,2005-06,91.1,56
148,Wallingford School District,1,Moses Y. Beach School,2005-06,91.1,56
148,Wallingford School District,3,Parker Farms School,2005-06,78.6,42
148,Wallingford School District,12,Pond Hill School,2005-06,76,50
148,Wallingford School District,4,Rock Hill School,2005-06,81,42
148,Wallingford School District,8,Yalesville School,2005-06,89.6,67
151,Waterbury School District,21,B. W. Tinker School,2005-06,64.8,91
151,Waterbury School District,3,Barnard School,2005-06,71.1,38
151,Waterbury School District,10,Brooklyn Elementary School,2005-06,61.5,39
151,Waterbury School District,5,Bucks Hill School,2005-06,57.3,131
151,Waterbury School District,6,Bunker Hill School,2005-06,72,82
151,Waterbury School District,27,Carrington School,2005-06,58,88
151,Waterbury School District,9,Driggs School,2005-06,52.3,107
151,Waterbury School District,14,F. J. Kingsbury School,2005-06,71.4,77
151,Waterbury School District,26,Gilmartin School,2005-06,45.1,82
151,Waterbury School District,7,H. S. Chase School,2005-06,59.8,102
151,Waterbury School District,13,Hopeville School,2005-06,47.7,86
151,Waterbury School District,31,Maloney Interdistrict Magnet School,2005-06,92.8,83
151,Waterbury School District,11,Margaret M. Generali Elementary School,2005-06,69,113
151,Waterbury School District,28,Regan School,2005-06,97.4,39
151,Waterbury School District,33,Rotella Interdistrict Magnet School,2005-06,92.2,90
151,Waterbury School District,20,Sprague School,2005-06,74.3,74
151,Waterbury School District,22,Walsh School,2005-06,24,100
151,Waterbury School District,23,Washington School,2005-06,78.2,55
151,Waterbury School District,8,Wendell L. Cross School,2005-06,64.4,59
151,Waterbury School District,32,Woodrow Wilson School,2005-06,59.6,114
152,Waterford School District,1,Cohanzie Elementary School,2005-06,72.7,22
152,Waterford School District,2,Great Neck Elementary School,2005-06,95,20
152,Waterford School District,6,Oswegatchie Elementary School,2005-06,76.5,34
152,Waterford School District,7,Quaker Hill Elementary School,2005-06,54.5,22
152,Waterford School District,5,Southwest Elementary School,2005-06,89.5,19
153,Watertown School District,2,John Trumbull Primary School,2005-06,65,246
155,West Hartford School District,16,Aiken School,2005-06,95.1,61
155,West Hartford School District,2,Braeburn School,2005-06,100,67
155,West Hartford School District,4,Bugbee School,2005-06,96.8,62
155,West Hartford School District,5,Charter Oak Academy,2005-06,69.4,62
155,West Hartford School District,6,Duffy School,2005-06,99,98
155,West Hartford School District,9,Morley School,2005-06,96.4,56
155,West Hartford School District,10,Norfeldt School,2005-06,95.5,44
155,West Hartford School District,17,Smith School,2005-06,72.1,68
155,West Hartford School District,12,Webster Hill School,2005-06,72.5,80
155,West Hartford School District,13,Whiting Lane School,2005-06,64.8,71
155,West Hartford School District,15,Wolcott School,2005-06,68.4,79
156,West Haven School District,8,Alma E. Pagels School,2005-06,85.4,41
156,West Haven School District,13,Anna V. Molloy School,2005-06,55.1,49
156,West Haven School District,10,Clarence E. Thompson School,2005-06,66.2,65
156,West Haven School District,6,Edith E. Mackrille School,2005-06,80.6,67
